location,name,freq,weighting,n_factors,date,ret
bra,debt_issuance,monthly,vw_cap,4,2000-12-31,-0.0394645374500997
bra,debt_issuance,monthly,vw_cap,4,2001-01-31,-0.00187706080728299
bra,debt_issuance,monthly,vw_cap,5,2001-02-28,-0.000222422041369376
bra,debt_issuance,monthly,vw_cap,5,2001-03-31,-0.0259280169177119
bra,debt_issuance,monthly,vw_cap,5,2001-04-30,0.0360704098882141
bra,debt_issuance,monthly,vw_cap,6,2001-05-31,0.0193422568139903
bra,debt_issuance,monthly,vw_cap,3,2001-06-30,-0.0400341338982915
bra,debt_issuance,monthly,vw_cap,3,2001-07-31,0.00627048664904503
bra,debt_issuance,monthly,vw_cap,3,2001-08-31,-0.0271563186666867
bra,debt_issuance,monthly,vw_cap,3,2001-09-30,-0.0595105290862379
bra,debt_issuance,monthly,vw_cap,3,2002-01-31,-2.05754774060818e-05
bra,debt_issuance,monthly,vw_cap,3,2002-02-28,0.0543333646204439
bra,debt_issuance,monthly,vw_cap,3,2002-03-31,0.119149469120221
bra,debt_issuance,monthly,vw_cap,3,2002-04-30,0.186583504422104
bra,debt_issuance,monthly,vw_cap,3,2002-05-31,-0.0907452994488871
bra,debt_issuance,monthly,vw_cap,3,2002-06-30,0.00458368403668989
bra,debt_issuance,monthly,vw_cap,2,2003-09-30,0.0552750812046009
bra,debt_issuance,monthly,vw_cap,2,2003-10-31,0.00521412704262786
bra,debt_issuance,monthly,vw_cap,2,2003-11-30,0.019232914979442
bra,debt_issuance,monthly,vw_cap,5,2003-12-31,-0.011282026030789
bra,debt_issuance,monthly,vw_cap,2,2004-01-31,0.0959131848600885
bra,debt_issuance,monthly,vw_cap,2,2004-02-29,0.0117375922813044
bra,debt_issuance,monthly,vw_cap,2,2004-03-31,0.0187260837732585
bra,debt_issuance,monthly,vw_cap,2,2004-04-30,-0.0364385828792496
bra,debt_issuance,monthly,vw_cap,6,2004-05-31,0.0215338273109529
bra,debt_issuance,monthly,vw_cap,5,2004-06-30,-0.00848482749856942
bra,debt_issuance,monthly,vw_cap,5,2004-07-31,-0.00448151246972219
bra,debt_issuance,monthly,vw_cap,5,2004-08-31,0.0163829843208645
bra,debt_issuance,monthly,vw_cap,6,2004-09-30,0.0353739140088271
bra,debt_issuance,monthly,vw_cap,6,2004-10-31,0.0326159662680565
bra,debt_issuance,monthly,vw_cap,6,2004-11-30,-0.00240730383934952
bra,debt_issuance,monthly,vw_cap,6,2004-12-31,0.0123706738303198
bra,debt_issuance,monthly,vw_cap,6,2005-01-31,-0.0496009102208695
bra,debt_issuance,monthly,vw_cap,6,2005-02-28,-0.0490513264483453
bra,debt_issuance,monthly,vw_cap,7,2005-03-31,0.01715074822434
bra,debt_issuance,monthly,vw_cap,6,2005-04-30,0.0206162654281491
bra,debt_issuance,monthly,vw_cap,7,2005-05-31,0.0211581267055339
bra,debt_issuance,monthly,vw_cap,7,2005-06-30,-0.0352601338083619
bra,debt_issuance,monthly,vw_cap,7,2005-07-31,-0.0157236850723681
bra,debt_issuance,monthly,vw_cap,7,2005-08-31,-0.00968685867215071
bra,debt_issuance,monthly,vw_cap,7,2005-09-30,-0.010029931876791
bra,debt_issuance,monthly,vw_cap,7,2005-10-31,0.0402777164621403
bra,debt_issuance,monthly,vw_cap,7,2005-11-30,-0.0172684121345714
bra,debt_issuance,monthly,vw_cap,7,2005-12-31,-0.0342556119490084
bra,debt_issuance,monthly,vw_cap,7,2006-01-31,-0.018356264486788
bra,debt_issuance,monthly,vw_cap,7,2006-02-28,0.0121539240488357
bra,debt_issuance,monthly,vw_cap,7,2006-03-31,-0.0244941705661579
bra,debt_issuance,monthly,vw_cap,7,2006-04-30,-0.000674604145608408
bra,debt_issuance,monthly,vw_cap,7,2006-05-31,0.0167753292651035
bra,debt_issuance,monthly,vw_cap,7,2006-06-30,-0.0132428336769659
bra,debt_issuance,monthly,vw_cap,7,2006-07-31,-0.0356588499368218
bra,debt_issuance,monthly,vw_cap,7,2006-08-31,0.0234197516205529
bra,debt_issuance,monthly,vw_cap,7,2006-09-30,-0.0232817416545462
bra,debt_issuance,monthly,vw_cap,7,2006-10-31,0.0198892927213141
bra,debt_issuance,monthly,vw_cap,7,2006-11-30,-0.0117144356741074
bra,debt_issuance,monthly,vw_cap,7,2006-12-31,0.00145013585604363
bra,debt_issuance,monthly,vw_cap,7,2007-01-31,0.00670993495184431
bra,debt_issuance,monthly,vw_cap,7,2007-02-28,0.00433348107075534
bra,debt_issuance,monthly,vw_cap,7,2007-03-31,0.0150724039974141
bra,debt_issuance,monthly,vw_cap,7,2007-04-30,-0.0135916736355807
bra,debt_issuance,monthly,vw_cap,7,2007-05-31,-0.0218850035117486
bra,debt_issuance,monthly,vw_cap,7,2007-06-30,0.00799932091616197
bra,debt_issuance,monthly,vw_cap,7,2007-07-31,-0.0434089713459958
bra,debt_issuance,monthly,vw_cap,7,2007-08-31,-0.00217330596767191
bra,debt_issuance,monthly,vw_cap,7,2007-09-30,-0.0171833016422013
bra,debt_issuance,monthly,vw_cap,7,2007-10-31,-0.00567016937083026
bra,debt_issuance,monthly,vw_cap,7,2007-11-30,0.00735072994891604
bra,debt_issuance,monthly,vw_cap,7,2007-12-31,0.00854836366743729
bra,debt_issuance,monthly,vw_cap,7,2008-01-31,0.00668081341862307
bra,debt_issuance,monthly,vw_cap,7,2008-02-29,-0.0443802754908126
bra,debt_issuance,monthly,vw_cap,7,2008-03-31,0.00956663446254291
bra,debt_issuance,monthly,vw_cap,7,2008-04-30,-0.0233297784487
bra,debt_issuance,monthly,vw_cap,7,2008-05-31,-0.000294286428991042
bra,debt_issuance,monthly,vw_cap,7,2008-06-30,0.019887116504234
bra,debt_issuance,monthly,vw_cap,7,2008-07-31,-0.0357579309768159
bra,debt_issuance,monthly,vw_cap,7,2008-08-31,0.0269016904644518
bra,debt_issuance,monthly,vw_cap,7,2008-09-30,0.0309796074803038
bra,debt_issuance,monthly,vw_cap,7,2008-10-31,0.0286005870988825
bra,debt_issuance,monthly,vw_cap,7,2008-11-30,-0.00492216487337992
bra,debt_issuance,monthly,vw_cap,7,2008-12-31,0.0434305159939239
bra,debt_issuance,monthly,vw_cap,7,2009-01-31,0.00875353690095669
bra,debt_issuance,monthly,vw_cap,7,2009-02-28,0.0159466828351021
bra,debt_issuance,monthly,vw_cap,7,2009-03-31,0.0420524900527609
bra,debt_issuance,monthly,vw_cap,7,2009-04-30,-0.0807466554969276
bra,debt_issuance,monthly,vw_cap,7,2009-05-31,-0.0580740340092617
bra,debt_issuance,monthly,vw_cap,7,2009-06-30,0.0131306885599345
bra,debt_issuance,monthly,vw_cap,7,2009-07-31,-0.0550405236693674
bra,debt_issuance,monthly,vw_cap,7,2009-08-31,-0.0175251060581328
bra,debt_issuance,monthly,vw_cap,7,2009-09-30,0.0114464951350157
